300	5.09895708	4.22985315
301	5.10980452	4.14411047
302	5.1160875	4.0658759
303	5.11975134	3.99347181
304	5.12140898	3.92682606
305	5.12162435	3.86581861
306	5.12113639	3.8092216
307	5.12024655	3.75684914
308	5.11922267	3.70856254
309	5.11832347	3.66345455
310	5.1176803	3.62122659
311	5.11743591	3.58206458
312	5.1176416	3.54518898
313	5.11834183	3.51038742
314	5.11959386	3.47758005
315	5.12143492	3.44663805
316	5.12382819	3.41720383
317	5.12677033	3.38914474
318	5.13026931	3.36239371
319	5.13433866	3.33690953
320	5.13891087	3.31246044
321	5.14396758	3.28897109
322	5.14948967	3.2663776
323	5.15548072	3.24468042
324	5.16191835	3.22382175
325	5.16876367	3.20370964
326	5.17600227	3.18431664
327	5.18362367	3.16562234
328	5.19162214	3.14761186
329	5.20001789	3.13032668
330	5.20880238	3.11373285
331	5.2179698	3.09780914
332	5.22753381	3.08255921
333	5.23751213	3.06799071
334	5.24792972	3.05411489
335	5.2588164	3.04094414
336	5.27020823	3.02849248
337	5.28217224	3.01680436
338	5.29476305	3.0058931
339	5.30801618	2.9957478
340	5.32199714	2.98638514
341	5.33677654	2.97782201
342	5.35243293	2.97007682
343	5.3690536	2.96317077
344	5.38673389	2.95712939
345	5.40558289	2.95198554
346	5.42572681	2.947781
347	5.44731482	2.94456985
348	5.47053189	2.94241972
349	5.49561256	2.94140968
350	5.52285798	2.94162367
351	5.55265891	2.94313923
352	5.58551871	2.94600023
353	5.62207448	2.95018091
354	5.66311288	2.9555304
355	5.70956887	2.96169585
356	5.76249408	2.96803038
357	5.82298195	2.97349464
358	5.89203435	2.97656723
359	5.97036803	2.97520653
360	6.05817894	2.96689391
361	6.15490881	2.94878982
362	6.25907078	2.91800851
363	6.36819856	2.87197397
364	6.47895346	2.80879266
365	6.58738558	2.72756569
366	6.68930712	2.62857591
367	6.78071199	2.51331443
368	6.85816717	2.38434958
369	6.91801077	2.24470855
370	6.9585739	2.09905383
371	6.9810167	1.95193517
372	6.98642556	1.80679017
373	6.97653005	1.66638769
374	6.9534272	1.53277294
375	6.91934161	1.40730033
376	6.87644505	1.29072098
377	6.82673499	1.18329658
378	6.77174225	1.08551225
379	6.71305799	0.997552513
380	6.65239364	0.917571438
381	6.59056905	0.844983173
382	6.52823979	0.779217494
383	6.4659306	0.71973074
384	6.40406213	0.666011407
385	6.34314629	0.61821601
386	6.28358517	0.57576898
387	6.22540743	0.537517901
388	6.16874534	0.503093833
389	6.11370204	0.472153056
390	6.06035524	0.44437483
391	6.00923183	0.420059501
392	5.96009638	0.39837461
393	5.91276377	0.378819179
394	5.86721301	0.361170414
395	5.82341469	0.345221789
396	5.78175975	0.33109197
397	5.74198396	0.318345964
398	5.70376272	0.306633547
399	5.66702877	0.295829969
400	5.63171495	0.285821024
401	5.59833041	0.276753313
402	5.56614574	0.268193437
403	5.53509196	0.260081109
404	5.5051034	0.252361224
405	5.47645822	0.24509415
406	5.44882481	0.238133048
407	5.42200352	0.231403389
408	5.39594674	0.224884324
409	5.37087876	0.218635504
410	5.34655682	0.212582865
411	5.32282018	0.206681579
412	5.29963904	0.200924712
413	5.27727777	0.195395965
414	5.25541401	0.190004995
415	5.23399198	0.184737753
416	5.21307627	0.1796184
417	5.19276752	0.174687084
418	5.1728215	0.16986763
419	5.15322648	0.165158064
420	5.13418996	0.160634581
421	5.11551364	0.156232558
422	5.09713452	0.15193099
423	5.07916695	0.14777336
424	5.06160412	0.143760537
425	5.04429778	0.13983915
426	5.02730451	0.136031514
427	5.01073206	0.132380052
428	4.99438353	0.128811292
429	4.97828692	0.125336521
430	4.96260528	0.122018818
431	4.94712097	0.118775546
432	4.93185608	0.115615619
433	4.91698253	0.11260498
434	4.90228424	0.109661066
435	4.88779606	0.106797565
436	4.87365938	0.104068269
437	4.85967917	0.101398586
438	4.84591876	0.0988127234
439	4.83245883	0.0963404231
440	4.81913924	0.0939212612
441	4.8060648	0.0915942795
442	4.79322856	0.0893560282
443	4.78051822	0.0871650894
444	4.76809057	0.0850784086
445	4.75583051	0.0830528031
446	4.74369932	0.0810746015
447	4.73187024	0.0792046228
448	4.72014444	0.0773717882
449	4.70861164	0.0756072919
450	4.69728937	0.073915934
451	4.68606002	0.0722575524
452	4.67509507	0.070689086
453	4.66424403	0.0691589937
454	4.653542	0.0676788361
455	4.64305466	0.0662686806
456	4.63264327	0.0648839988
457	4.62246981	0.0635749334
458	4.61239949	0.0622985108
459	4.60247021	0.0610663667
460	4.5927275	0.0598907319
461	4.58304629	0.0587345988
462	4.57360816	0.0576499886
463	4.56423408	0.0565844408
464	4.55502388	0.0555659389
465	4.54594533	0.0545843511
466	4.53695749	0.0536286223
467	4.52816229	0.0527247103
468	4.51941046	0.0518331961
469	4.51086972	0.0509962533
470	4.5023852	0.0501741159
471	4.4940514	0.0493900953
472	4.48582288	0.0486318619
473	4.47769222	0.0478977145
474	4.46970923	0.0471982094
475	4.46177605	0.0465110082
476	4.45402958	0.045865343
477	4.44630746	0.0452256968
478	4.43877006	0.0446257887
479	4.43126931	0.0440339009
480	4.42391654	0.0434724528
481	4.41662905	0.0429241751
482	4.40945625	0.042398616
483	4.40237283	0.0418900621
484	4.39537536	0.0413979118
485	4.3884869	0.040925459
486	4.38165983	0.0404643444
487	4.37495855	0.040024608
488	4.36829871	0.0395922295
489	4.36177699	0.0391820682
490	4.35528012	0.0387762387
491	4.3489299	0.0383927571
492	4.34259149	0.0380113984
493	4.33640617	0.0376519081
494	4.33022305	0.037293022
495	4.32419511	0.036955067
